Perovskite_composition_long_form,Perovskite_deposition_solvents,Perovskite_deposition_solvents_mixing_ratios,Perovskite_deposition_thermal_annealing_temperature,Perovskite_deposition_thermal_annealing_time,Encapsulation,TS80,TS80m,lnTS80m
((NH2)2CH)0.95(CH3NH3)0.05PbBr0.15I2.85,DMF; DMSO >> IPA,9; 1 >> 1,Unknown >> 140.0,Unknown >> 15.0,FALSE,143.709,391.7170711,5.970539822
((NH2)2CH)0.95(CH3NH3)0.05PbBr0.15I2.85,DMF; DMSO >> IPA,9; 1 >> 1,Unknown >> 140.0,Unknown >> 15.0,FALSE,238.977,91.78130942,4.519408676
((NH2)2CH)0.95(CH3NH3)0.05PbBr0.15I2.85,DMF; DMSO >> IPA,9; 1 >> 1,Unknown >> 140.0,Unknown >> 15.0,FALSE,116.721,44.82777094,3.802827835
((NH2)2CH)0.95(CH3NH3)0.05PbBr0.15I2.85,DMF; DMSO >> IPA,9; 1 >> 1,Unknown >> 140.0,Unknown >> 15.0,FALSE,204.02,174.5373467,5.16213874
((NH2)2CH)0.95(CH3NH3)0.05PbBr0.15I2.85,DMF; DMSO >> IPA,9; 1 >> 1,Unknown >> 140.0,Unknown >> 15.0,FALSE,165.964,141.9807676,4.955691609
Cs0.15((NH2)2CH)0.65(CH3NH3)0.20PbBr0.6I2.4,Unknown,,Unknown,Unknown,FALSE,21865,3732.201714,8.22475361
(C4H9NH3)2(CH3NH3)3Pb4I13,DMF,1,100,5,FALSE,2117.9,723.0212679,6.583438638
(CH3NH3)PbI3,DMF,1,120,45,FALSE,745.913,638.1221248,6.458529683
(CH3NH3)PbI3,DMF,1,60; 100,3.0; 20.0,FALSE,54.0839,89.98541762,4.499647631
(CH3NH3)PbI3,DMF,1,60; 100,3.0; 20.0,FALSE,137.64,229.0070221,5.433752667
(CH3NH3)PbI3,DMF; DMSO,4; 1,100,10,FALSE,3112.62,1062.604683,6.968478421
(CH3NH3)PbI3,DMF; DMSO,4; 1,100,10,FALSE,4923.06,1680.663432,7.426943895
Cs0.07((NH2)2CH)0.79(CH3NH3)0.14PbBr0.45I2.55,DMF; DMSO,4; 1,100,30,FALSE,42.3581,36.23698846,3.590080378
Cs0.07((NH2)2CH)0.79(CH3NH3)0.14PbBr0.45I2.55,DMF; DMSO,4; 1,100,30,FALSE,42.3581,36.23698846,3.590080378
(CH3NH3)PbI3,DMF; DMSO,4; 1,70; 100,1.0; 10.0,FALSE,4,3.421965429,1.230215073
(CH3NH3)PbI3,DMF; DMSO,4; 1,70; 100,1.0; 10.0,FALSE,500,427.7456786,6.05852881
Cs0.05((NH2)2CH)0.8075(CH3NH3)0.1425PbBr0.45I2.55,DMF; DMSO,4; 1,100,30,FALSE,2500,39286.84667,10.57864505
Cs0.05((NH2)2CH)0.8075(CH3NH3)0.1425PbBr0.45I2.55,DMF; DMSO >> IPA,4; 1 >> 1,100.0 >> 100,30.0 >> 5.0,FALSE,346.617,5446.995574,8.602819465
Cs0.05((NH2)2CH)0.8075(CH3NH3)0.1425PbBr0.45I2.55,DMF; DMSO >> IPA,4; 1 >> 1,100.0 >> 100,30.0 >> 5.0,FALSE,1524.89,260.2879978,5.561788702
Cs0.05((NH2)2CH)0.8(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,3; 1,110,60,FALSE,8.70069,376.5700308,5.931104035
CsPbI3,DMF; DMSO,4; 1,350,2,FALSE,2175.17,1860.839136,7.528782813
(CH3NH3)PbI3,DMF,1,140,10,FALSE,163.652,33.02389621,3.497231427
CsPb0.5Sn0.5BrI2,DMF; DMSO,4; 1,80,5,FALSE,169.376,28.91129191,3.364232242
CsPb0.5Sn0.5BrI2,DMF; DMSO,4; 1,80,5,FALSE,5193.13,886.4307656,6.787203024
CsPb0.5Sn0.5BrI2,DMF; DMSO,4; 1,80,5,FALSE,470.902,402.8525911,5.998570716
(CH3NH3)3Bi2I9,Methylacetate,1,150,30,FALSE,116.319,373.1621219,5.922012968
(CH3NH3)3Bi2I9,Methylacetate,1,150,30,FALSE,940.716,3017.904029,8.012317839
(CH3NH3)PbI3,DMF; DMSO,9; 1,110,15,FALSE,196.008,41.82148374,3.733410173
(CH3NH3)PbI3,DMF; DMSO,9; 1,110,15,FALSE,413.914,88.31526072,4.480912921
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,4; 1,110,15,FALSE,413.914,88.31526072,4.480912921
(CH3NH3)PbI3,DMF; DMSO >> IPA,39; 1 >> 1,Unknown >> 100.0,Unknown >> 2.0,FALSE,173.142,73.88530405,4.302513946
CsPbBrI2,DMSO,1,50; 150,3.0; 10.0,FALSE,3.34,0.855171763,-0.156452938
CsPbBrI2,DMSO,1,50; 150,3.0; 10.0,FALSE,1.2854,0.329113109,-1.111353791
Cs0.15((NH2)2CH)0.85PbI3,DMF; DMSO,4; 1,150,30,FALSE,813.096,138.7897684,4.93296033
Cs0.15((NH2)2CH)0.85PbI3,DMF; DMSO,4; 1,150,30,FALSE,224.434,38.30930526,3.645692824
(CH3NH3)PbI3,DMF >> none,1 >> 1,Unknown >> 150.0,Unknown >> 240.0,FALSE,1703.55,479.7936053,6.173356023
Cs0.05((NH2)2CH)0.8075(CH3NH3)0.1425PbBr0.45I2.55,DMF; DMSO,4; 1,100,60,FALSE,533.579,182.1563648,5.204865466
Cs0.05((NH2)2CH)0.8075(CH3NH3)0.1425PbBr0.45I2.55,DMF; DMSO,4; 1,100,60,FALSE,2213.89,755.7909036,6.627764755
(CH3NH3)PbI3,DMF; DMSO,1; 4,100,Unknown,FALSE,29.1613,87.31534041,4.469526168
(CH3NH3)PbI3,DMF; DMSO,1; 4,100,Unknown,FALSE,2948.12,8827.31913,9.085606638
CsPbBr2I,DMF >> none,1 >> 1,Unknown >> 280.0,Unknown >> 10.0,FALSE,13308.1,4543.198137,8.421386479
((NH2)2CH)0.83(CH3NH3)0.17PbBr0.3I2.7,DMF; DMSO,4; 1,150,15,FALSE,350.682,119.7179018,4.785138157
((NH2)2CH)0.83(CH3NH3)0.17Ge0.03Pb0.97Br0.3I2.7,DMF; DMSO,4; 1,150,15,FALSE,1440,491.5957438,6.19765672
((NH2)2CH)0.3(CH3NH3)0.7PbI3,DMF; DMSO,7; 3,60; 100,3.0; 20.0,FALSE,422.915,144.3772319,4.97242954
((NH2)2CH)0.3(CH3NH3)0.7PbI3,DMF; DMSO,7; 3,60; 100,3.0; 20.0,FALSE,2117.9,723.0212679,6.583438638
((NH2)2CH)0.3(CH3NH3)0.7PbI3,DMF; DMSO,7; 3,60; 100,3.0; 20.0,FALSE,1.70753,167.2801104,5.119669715
((NH2)2CH)0.3(CH3NH3)0.7PbI3,DMF; DMSO,7; 3,60; 100,3.0; 20.0,FALSE,3.20466,313.9481466,5.749227834
Cs0.05((NH2)2CH)0.8075(CH3NH3)0.1425PbBr0.45I2.55,DMF; DMSO,4; 1,100,60,TRUE,20.8303,1368.15987,7.221221956
(CH3NH3)PbI3,DMSO; GBL,3; 7,100,10,FALSE,24,47.98432892,3.870874477
(CH3NH3)PbI3,DMSO; GBL,3; 7,100,10,FALSE,35.2867,70.55035914,4.256326769
(CH3NH3)PbI3,DMSO; GBL,3; 7,100,10,FALSE,100,199.9347039,5.297990832
(CH3NH3)PbI3,DMF; DMSO,,60; 80,0.5; 2.0,FALSE,48.2892,18.5459103,2.920249296
(CH3NH3)PbI3,DMF; DMSO,,60; 80,0.5; 2.0,FALSE,652.552,250.6185827,5.523932192
(CH3NH3)PbI3,DMF; DMSO,,60; 80,0.5; 2.0,FALSE,0.709043,0.606580158,-0.499918394
(CH3NH3)PbI3,DMF; DMSO,,60; 80,0.5; 2.0,FALSE,174.014,148.867473,5.003056467
(CH3NH3)PbI3,DMF; DMSO >> IPA,9; 1 >> 1,Unknown >> 100.0,Unknown >> 30.0,FALSE,365.294,155.8827913,5.049104387
(CH3NH3)PbI3,DMF; DMSO >> IPA,9; 1 >> 1,Unknown >> 100.0,Unknown >> 30.0,FALSE,2059.55,878.8767483,6.77864467
(CH3NH3)PbI3,DMF; DMSO >> IPA,9; 1 >> 1,Unknown >> 100.0,Unknown >> 30.0,FALSE,19881.4,8484.037865,9.045941779
(CH3NH3)PbI3,DMF; DMSO >> IPA,9; 1 >> 1,Unknown >> 100.0,Unknown >> 30.0,FALSE,29.2235,62.5011292,4.135184624
(CH3NH3)PbI3,DMF; DMSO >> IPA,9; 1 >> 1,Unknown >> 100.0,Unknown >> 30.0,FALSE,164.764,352.385445,5.864725591
(CH3NH3)PbI3,DMF; DMSO >> IPA,9; 1 >> 1,Unknown >> 100.0,Unknown >> 30.0,FALSE,1325.43,2834.734774,7.949703658
(CH3NH3)PbI3,DMF; DMSO,4; 1,100,10,FALSE,165.651,4525.979566,8.417589311
(CH3NH3)PbI3,DMF; DMSO,4; 1,100,10,FALSE,1000,27322.37998,10.21546142
(CH3NH3)PbI3,DMF; DMSO,4; 1,100,10,FALSE,2366.05,64646.11715,11.07668332
(CH3NH3)PbI3,DMF,1,100,10,FALSE,669.043,228.4018689,5.43110666
CsPbBrI2,DMF,1,280,10,FALSE,60,6.868428599,1.926935346
CsPbBrI2,DMF,1,280,10,FALSE,100,11.447381,2.43776097
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMSO,1,100,15,TRUE,2117.9,2264.806432,7.725244574
((NH2)2CH)0.87(CH3NH3)0.13PbBr0.39I2.61,DMF; DMSO,4; 1,400,0.07,FALSE,0.407022,0.138951585,-1.973629714
((NH2)2CH)0.87(CH3NH3)0.13PbBr0.39I2.61,DMF; DMSO >> DMF; DMSO,4; 1 >> 4; 1,400.0 >> 400.0,0.07 >> 0.07,FALSE,1.3521,0.46158792,-0.773082733
((NH2)2CH)0.83(CH3NH3)0.17PbBr0.5I2.5,DMF; DMSO,4; 1,100,60,FALSE,2469.01,421.4426414,6.043683686
((NH2)2CH)0.83(CH3NH3)0.17PbBr0.51I2.49,DMF; DMSO,4; 1,100,20,FALSE,400,102.41578,4.629040802
((NH2)2CH)0.83(CH3NH3)0.17PbBr0.51I2.49,DMF; DMSO,4; 1,100,20,FALSE,1010.06,258.6152067,5.555341269
(CH3NH3)PbI3,DMF; DMSO,85; 15,100,10,FALSE,300,76.81183497,4.341358729
(CH3NH3)PbI3,DMF; DMSO,85; 15,100,10,FALSE,635.371,162.6800413,5.091785335
(CH3NH3)PbI3,DMF; DMSO,4; 1,130,5,FALSE,1977.16,674.9746116,6.514675078
(CH3NH3)PbI3,DMF; DMSO,4; 1,130,5,FALSE,3049.78,1041.151991,6.948083063
(CH3NH3)PbI3,DMF,1,100,10,FALSE,2033.19,347.0512327,5.849472414
(CH3NH3)PbI3,DMF,1,100,10,FALSE,1318.11,224.9921062,5.416065318
(CH3NH3)PbI3,GBL,1,100,10,FALSE,6.84103,2.33543141,0.848196632
(CH3NH3)PbI3,GBL,1,100,10,FALSE,7.79544,2.661253559,0.978797275
(CH3NH3)PbI3,GBL,1,100,10,FALSE,7.29505,2.490427452,0.912454363
(CH3NH3)PbBr0.3I2.7,DMSO; GBL,3; 7,100,10,FALSE,7.79544,2.661253559,0.978797275
(CH3NH3)PbBr0.3I2.7,DMSO; GBL,3; 7,100,10,FALSE,9.66259,3.298672304,1.193520055
(CH3NH3)PbBr0.3I2.7,DMSO; GBL,3; 7,100,10,FALSE,8.96837,3.061675362,1.11896227
((NH2)2CH)0.3(CH3NH3)0.7PbI3,DMF,1,100,20,FALSE,18556,7918.44672,8.976950344
((NH2)2CH)0.3(CH3NH3)0.7PbI3,DMF,1,100,20,FALSE,140,59.74253831,4.090044301
((NH2)2CH)0.3(CH3NH3)0.7PbI3,DMF,1,100,20,TRUE,1148.9,982.8740203,6.890480954
((NH2)2CH)0.3(CH3NH3)0.7PbI3,DMF,1,100,20,TRUE,27,23.09826665,3.139757578
(CH3NH3)PbI3,DMF,1,100,10,FALSE,100,42.67324165,3.753572064
(CH3NH3)PbI3,none >> none,1 >> 1,Unknown,Unknown,FALSE,195.697,91.86127908,4.520279603
(CH3NH3)PbI3,none >> none,1 >> 1,Unknown,Unknown,FALSE,57.2629,375.2188655,5.927509497
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,Unknown >> 90.0,Unknown >> 60.0,FALSE,146.52,25.00993346,3.219273085
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,Unknown >> 90.0,Unknown >> 60.0,FALSE,26.9862,11.51588634,2.443727503
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,Unknown >> 90.0,Unknown >> 60.0,FALSE,5.3864,4.137392679,1.420065802
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,Unknown >> 90.0,Unknown >> 60.0,FALSE,87.0069,14.85146587,2.698098572
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,Unknown >> 90.0,Unknown >> 60.0,FALSE,30.716,13.1075129,2.57318557
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,Unknown >> 90.0,Unknown >> 60.0,FALSE,10.4839,8.052875966,2.08602929
(CH3NH3)PbI3,DMF,1,100,10,FALSE,414.988,141.6710656,4.953507931
(CH3NH3)PbI3,Unknown,,90,40,FALSE,93.6302,15.9820166,2.771464128
(CH3NH3)PbI3,Unknown,,90,40,FALSE,770.917,131.5901097,4.879691862
(CH3NH3)PbI3,DMSO; GBL,3; 7,100,10,FALSE,98.1317,20.93798874,3.041565152
(CH3NH3)Eu0.04Pb0.96I3,DMSO; GBL,3; 7,100,10,FALSE,662.108,141.2714734,4.950683383
(CH3NH3)Eu0.06Pb0.94I3,DMSO; GBL,3; 7,100,10,FALSE,258.653,55.18780986,4.010742093
(CH3NH3)Eu0.1Pb0.9I3,DMSO; GBL,3; 7,100,10,FALSE,125.807,26.84296256,3.290003685
(CH3NH3)PbI3,none >> none,1 >> 1,Unknown >> 70.0,Unknown >> 5.0,FALSE,5.49212,9.396922386,2.24038223
(CH3NH3)PbI3,GBL; N-methyl-2-pyrrolidinone,3; 7,150,14,FALSE,0.119091,5.629495014,1.728019743
(CH3NH3)PbI3,GBL; N-methyl-2-pyrrolidinone,3; 7,150,14,FALSE,0.131049,6.194756044,1.823703135
(CH3NH3)PbI3,GBL; N-methyl-2-pyrrolidinone,3; 7,150,14,FALSE,0.203782,9.632883702,2.265182631
(CH3NH3)PbI3,GBL; N-methyl-2-pyrrolidinone,3; 7,150,14,FALSE,0.140038,6.619670863,1.89004565
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,4; 1,105,50,FALSE,900,153.6236699,5.03450591
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,4; 1,105,50,FALSE,873.658,298.2545516,5.697947322
(CH3NH3)PbI3,DMF; DMSO,4; 1,60.0; 80.0,1.0; 2.0,FALSE,146.775,50.10692034,3.914159129
(CH3NH3)PbI3,DMF; DMSO,4; 1,60.0; 80.0,1.0; 2.0,FALSE,336,114.7056735,4.742369487
(CH3NH3)PbI3,DMF; DMSO,4; 1,60.0; 80.0,1.0; 2.0,FALSE,336,114.7056735,4.742369487
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,Unknown >> 90,Unknown >> 30.0,FALSE,168,71.69104597,4.272365858
((NH2)2CH)0.95(CH3NH3)0.05PbBr0.15I2.85,DMF; DMSO,4; 1,130,10,FALSE,436.829,111.8454569,4.717118069
((NH2)2CH)0.95(CH3NH3)0.05PbBr0.15I2.85,DMF; DMSO,4; 1,130,10,FALSE,27.7294,272.5480375,5.607814883
((NH2)2CH)0.95(CH3NH3)0.05PbBr0.15I2.85,DMF; DMSO,4; 1,130,10,FALSE,2117.9,542.2659509,6.295756565
((NH2)2CH)0.95(CH3NH3)0.05PbBr0.15I2.85,DMF; DMSO,4; 1,130,10,FALSE,423.581,4163.312955,8.33406642
CsPbBrI2,NMP,1,280,1,FALSE,4427.78,755.7909036,6.627764755
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,100.0 >> 70.0,15.0 >> 30.0,TRUE,277.623,94.77658693,4.551522405
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,100.0 >> 70.0,15.0 >> 30.0,TRUE,2428.76,829.1444991,6.720394445
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,100.0 >> 70.0,15.0 >> 30.0,TRUE,5110.66,1744.707433,7.464342161
(CH3NH3)PbI3,DMSO; GBL,3; 7,100,10,FALSE,27.9451,9.540064041,2.255500198
(CH3NH3)PbI3,DMSO; GBL,3; 7,100,10,FALSE,62.5622,21.35785503,3.061419589
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,70.0; 100.0 >> 100.0,5.0; 10.0 >> 30.0,FALSE,349.116,59.59164572,4.087515392
(CH3NH3)PbI3,DMF; DMSO,4; 1,Unknown,Unknown,FALSE,2175.17,371.2862201,5.916973248
(CH3NH3)PbBr0.27I2.73,DMF; DMSO >> none >> none >> none,9; 1 >> 1 >> 1 >> 1,100.0 >> 100.0 >> 1000 >> Unknown,30.0 >> 10.0 >> 10.0 >> 6.0,FALSE,112.612,38.44415271,3.649206609
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,Unknown,,100,45,FALSE,231.788,79.12916268,4.371081488
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,Unknown,,100,45,FALSE,62.7063,21.40704874,3.063720248
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,Unknown,,100,45,FALSE,16.2809,5.558070239,1.715250969
(CH3NH3)PbI3,DMF,1,100,10,FALSE,266.889,91.11215032,4.512091169
(CH3NH3)PbI3,DMF,1,100,10,FALSE,773.321,264.0009112,5.575952555
Cs0.07((NH2)2CH)0.81(CH3NH3)0.12PbBr0.39I2.61,DMF; DMSO,9; 1,150,20,FALSE,2569.13,438.5324213,6.083433746
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,70.0 >> 100.0,10.0 >> 60.0,TRUE,97.4117,33.25498411,3.504204654
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,70.0 >> 100.0,10.0 >> 60.0,TRUE,742.61,253.5166078,5.535429335
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,70.0 >> 100.0,10.0 >> 60.0,TRUE,742.61,253.5166078,5.535429335
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,70.0 >> 100.0,10.0 >> 60.0,TRUE,97.4117,33.25498411,3.504204654
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,70.0 >> 100.0,10.0 >> 60.0,TRUE,97.4117,33.25498411,3.504204654
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,70.0 >> 100.0,20.0 >> 30.0,TRUE,864.922,295.2722041,5.687897657
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,70.0 >> 100.0,20.0 >> 30.0,TRUE,13.5674,370.6936581,5.915376002
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,70.0 >> 100.0,20.0 >> 30.0,TRUE,22.535,615.7098328,6.422775802
(CH3NH3)PbI3,DMF; DMSO,9; 1,Unknown,Unknown,FALSE,11.2217,193.8120202,5.266888721
(CH3NH3)PbI3,NMP,1,100 >> 100,10.0 >> 10.0,FALSE,593.149,202.4927249,5.310703959
(CH3NH3)PbI3,NMP,1,100 >> 100,10.0 >> 10.0,FALSE,75.9811,25.93887873,3.255742952
((C6H5N(CH3)3))(CH3NH3)3Pb4I13,DMSO; GBL,3; 7,70,Unknown,FALSE,17401.4,8168.315619,9.008018
((C6H5N(CH3)3))(CH3NH3)3Pb4I13,DMSO; GBL,3; 7,70,Unknown,FALSE,730.858,26823.41036,10.19703031
((C6H5N(CH3)3))(CH3NH3)3Pb4I13,DMSO; GBL,3; 7,70,Unknown,FALSE,13051,11165.0177,9.32054075
(CH3NH3)3(C3H5NH3)2Pb4I13,DMSO; GBL,3; 7,70,Unknown,FALSE,643.856,302.2296494,5.711187157
(CH3NH3)3(C3H5NH3)2Pb4I13,DMSO; GBL,3; 7,70,Unknown,FALSE,27.042,642.190033,6.464884261
(CH3NH3)3(C3H5NH3)2Pb4I13,DMSO; GBL,3; 7,70,Unknown,FALSE,16.2809,597.5295636,6.392803761
(CH3NH3)3(C3H5NH3)2Pb4I13,DMSO; GBL,3; 7,70,Unknown,FALSE,730.588,625.0117197,6.437770401
((C6H5(CH2)2NH3))2(CH3NH3)3Pb4I13,DMF,1,Unknown,Unknown,FALSE,28.9735,17.8040616,2.879426611
((C6H5(CH2)2NH3))2(CH3NH3)3Pb4I13,DMF,1,Unknown,Unknown,FALSE,38.8497,734.5784062,6.599296738
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,4; 1,105,60,FALSE,436.829,149.1272758,5.004800141
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,4; 1,105,60,FALSE,898.102,306.5993894,5.725541975
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,4; 1,105,60,FALSE,1373.03,468.7331278,6.150033583
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,4; 1,105,60,FALSE,1000,341.3859332,5.833013606
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,4; 1,105,60,FALSE,138.647,82.83123709,4.41680525
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,4; 1,105,60,FALSE,321.928,192.3279587,5.259202033
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,4; 1,105,60,FALSE,436.829,260.9727327,5.564415929
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,4; 1,105,60,FALSE,243.529,145.4904061,4.980110147
CsPbBrI2,DMF; DMSO,4; 1,200,10,FALSE,28.5202,4.868197546,1.582723755
(CH3NH3)PbI3,DMF,1,70,60,TRUE,104.839,17.89527992,2.884536987
(CH3NH3)PbI3,DMF,1,70,60,TRUE,51.0129,8.707543235,2.164189689
(CH3NH3)PbI3,DMF,1,70,60,TRUE,23.2584,3.970045294,1.378777504
(CH3NH3)PbI3,GBL,1,80,5,FALSE,115.894,19.78229067,2.984787127
(CH3NH3)PbI3,GBL,1,80,5,FALSE,720,122.8989359,4.811362359
((NH2)2CH)0.8(CH3NH3)0.2PbBr0.2I2.8,none >> IPA,1 >> 1,Unknown >> 90.0; 120.0; 150.0,Unknown >> 10.0; 10.0; 10.0,FALSE,15517.9,3973.194579,8.28732573
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,4; 1,120,50,FALSE,139.725,23.85007476,3.171787352
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,4; 1,120,50,FALSE,686.516,117.1834527,4.763740678
(CH3NH3)PbI3,DMSO; GBL,3; 7,100,10,FALSE,55.6018,9.49083619,2.250326721
(CH3NH3)PbI3,DMSO; GBL,3; 7,100,10,FALSE,411.909,70.30996917,4.252913598
(CH3NH3)PbI3,DMSO,1,90,45,FALSE,142.909,24.39356116,3.194319211
(CH3NH3)PbI3,DMSO,1,90,45,FALSE,244.538,41.74091666,3.731481863
(CH3NH3)PbI3,DMF; DMSO >> Cyclohexane; IPA,9; 1 >> 9; 1,70 >> 100,Unknown >> 10.0,FALSE,327.587,111.8335937,4.717011996
(CH3NH3)PbI3,DMF; DMSO >> Cyclohexane; IPA,9; 1 >> 9; 1,70 >> 100,Unknown >> 10.0,FALSE,7032.94,2400.946785,7.783618432
(CH3NH3)PbI3,DMF,1,100,10,FALSE,39,13.31405139,2.588819973
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,Unknown >> 100,Unknown >> 10.0,FALSE,6.2776,2.143084334,0.762246069
(CH3NH3)PbI3,DMF; DMSO,9; 1,Unknown,Unknown,TRUE,1926.09,1315.080064,7.181652828
(CH3NH3)PbI3,DMF; DMSO,1000; 71,100,10,FALSE,6099.57,2082.307396,7.641231883
(CH3NH3)PbI3,DMF; DMSO,1000; 71,100,10,FALSE,2233.9,762.6220361,6.636762543
(CH3NH3)PbI3,DMF; DMSO,1000; 71,100,10,FALSE,1566.12,267.3256688,5.588467649
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,Unknown,,100,60,FALSE,1566.12,267.3256688,5.588467649
((NH2)2CH)PbI3,DMF >> IPA,1 >> 1,Unknown >> 160,Unknown >> 10.0,FALSE,6.93234,1.98392843,0.685078935
Cs0.1((NH2)2CH)0.9PbI3,DMF >> IPA,1 >> 1,Unknown >> 160,Unknown >> 10.0,FALSE,100,28.6184525,3.354051702
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,Unknown >> 150,Unknown >> 15.0,FALSE,31.137,10.6297338,2.36365515
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,Unknown >> 150,Unknown >> 15.0,FALSE,230.669,78.74715182,4.36624211
(CH3NH3)PbI3,DMF; DMSO,4; 1,100,5,FALSE,450.448,76.88830541,4.34235379
(CH3NH3)PbI3,DMF; DMSO,4; 1,100,5,FALSE,450.448,76.88830541,4.34235379
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,Unknown,Unknown,FALSE,2033.19,347.0512327,5.849472414
(CH3NH3)PbI3,DMF; DMSO,9; 1,100,10,FALSE,41.4988,7.083553282,1.957775658
(CH3NH3)PbI3,DMF; DMSO,9; 1,100,10,FALSE,254.236,43.39629705,3.770374116
((NH2)3C)(CH3NH3)3Pb3I12,DMF; DMSO,10; 1,80,10,FALSE,10190.3,3478.825075,8.154449894
((NH2)3C)(CH3NH3)3Pb3I12,DMF; DMSO,10; 1,80,10,FALSE,19,124.4987321,4.824295532
(CH3NH3)PbI3,DMF,1,80,30,FALSE,256.913,87.70648425,4.473995833
(CH3NH3)PbI3,DMSO,1,100,40,FALSE,70,701.4330479,6.553125454
(CH3NH3)PbI3,DMSO,1,100,40,FALSE,70,701.4330479,6.553125454
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,,100,50,FALSE,100,42.67324165,3.753572064
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,,100,50,FALSE,120,81.93262396,4.405897251
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,,100,50,FALSE,100,1890.821309,7.544766569
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,,100,50,FALSE,72,12421.51631,9.427185434
(CH3NH3)PbI3,DMF; DMSO,4; 1,60; 100,1.0; 5.0,FALSE,67,11.43642876,2.436803766
(CH3NH3)PbI3,DMF; DMSO,4; 1,60; 100,1.0; 5.0,FALSE,137.868,23.53309792,3.158407852
(CH3NH3)PbI3,DMSO; GBL,1; 1,80,10,FALSE,402.385,68.68428936,4.229520488
(CH3NH3)PbI3,DMSO; GBL,1; 1,80,10,FALSE,1211.73,206.8337884,5.331915516
(CH3NH3)PbI3,DMSO; GBL,1; 1,80,10,FALSE,538.382,91.89802074,4.520679492
CsPbBr3,DMF >> Methanol,1 >> 1,90.0 >> 250.0,60.0 >> 5.0,FALSE,7952.57,31799.89456,10.36721825
(CH3NH3)PbI3,DMF; DMSO,9; 1,Unknown,Unknown,FALSE,2052.85,438.0088206,6.082239048
(CH3NH3)PbBr0.9I2.1,DMF; DMSO >> IPA,4; 6 >> 1,100.0 >> 100.0,10.0 >> 10.0,FALSE,240,81.93262396,4.405897251
(CH3NH3)PbI3,DMF; DMSO >> IPA,4; 6 >> 1,100.0 >> 100.0,10.0 >> 10.0,FALSE,96,32.77304959,3.489606519
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,4; 1,100,40,FALSE,988.582,421.8599857,6.044673472
